fda_id,pat_id,doc_full_text,pat_full_text,label
P220013,10561368,"Catheter, Percutaneous, Cardiac Ablation, For Treatment Of Atrial Fibrillation. TactiFle Ablation Ca ter, Sensor Enabled. use in cardiac electrophysiological mapping and for treatment of drug refractory recurrent symptomatic paroxysmal atrial fibrillation and concomitant atrial flutter","Compact force sensor for catheters. An ablation catheter system configured with a compact force sensor at a distal end for detection of contact forces exerted on an end effector. The force sensor includes fiber optics operatively coupled with reflecting members on a structural member. In one embodiment, the optical fibers and reflecting members cooperate with the deformable structure to provide a variable gap interferometer for sensing deformation of the structural member due to contact force. In another embodiment, a change in the intensity of the reflected light is detected to measure the deformation. The measured deformations are then used to compute a contact force vector. In some embodiments, the force sensor is configured to passively compensate for temperature changes that otherwise lead to erroneous force indications. In other embodiments, the system actively compensates for errant force indications caused by temperature changes by measuring certain local temperatures of the structural member.",1
P190020,8968384,Coronary Drug-Eluting Stent. BioFreedom Drug Coated Stent System. improving coronary luminal diameter in patients at high risk for bleeding with symptomatic ischemic heart disease due to de novo lesions of length <= 32 mm in native coronary arteries with a reference diameter ranging between 2.25 mm and 4.0 mm.,Circumferentially constraining sutures for a stent-graft. A circumferentially constraining suture for an endovascular prosthesis having a tubular body and a plurality of stents coupled to the tubular body includes a first thread coupled at a first end to one of the stents and a first thread loop disposed opposite the first end. The first thread extends only partially around a circumference of the tubular body in a radially expanded configuration. A second thread having a second thread loop is interlocked with the first thread loop and extends from the first thread loop around a remainder of the circumference of the tubular body. Pulling the second thread causes the first thread to circumferentially constrain the tubular body to a reduced diameter configuration. A trigger wire inserted through the first thread loop retains the first thread such that the tubular body is in the reduced diameter configuration after removal of the second thread.,0
P160025,5425735,"STENT, SUPERFICIAL FEMORAL ARTERY. Astron Pulsar Stent System and Pulsar-18 Stent System. se devices are indicated for use to improve luminal diameter in patients with symptomatic de novo, restenotic or occlusive lesions located in superficial femoral or proximal popliteal arteries, with reference vessel diameters from 3.0 to 6.0mm and total lesion lengths up to 190mm.","Shielded tip catheter for lithotripsy.  A shielded tip catheter for use with a pulsed energy source for fracturing deposits such as urinary and biliary stones and atherosclerotic plaque in the human body is disclosed. The flexible catheter has a shielded tip structure which is adapted for insertion through a fluid passage in a living body. The tip structure can contain an impact element, a scraping implement or a cutting implement. An energy source creates repeated rapid vapor expansions adjacent the element causing it to undergo repeated pulse like movements, imparting a series of high-velocity impulses to an adjacent deposit, thereby fracturing or cutting it. The energy source can be a laser with a fiber optic delivery system in the catheter terminating adjacent the impact element, or a spark generator with a conductor within the catheter to deliver a fluid vaporizing spark adjacent the element. ",0
P220023,10258240,"Ablation Catheter, Renal Denervation. Paradise Ultrasound Renal Denervation System is indicated to reduce blood pressure as an adjunctive treatment in hypertension patients in whom lifestyle modifications and antihypertensive medications do not adequately control blood pressure.","Optical fiber pressure sensor. In an example, an apparatus includes an elongated assembly, at least a portion of which is sized, shaped, or otherwise configured to be inserted into a human body to measure a physiological parameter at an internal location within the body. The elongated assembly can include an elongated member. The elongated assembly can include an optical fiber pressure sensor, located at a distal portion of the elongated member. The elongated assembly can include a housing disposed about the optical fiber pressure sensor. The elongated assembly can include a guidewire tube, coupled to the housing, the guidewire tube defining a receptacle sized and shaped to accept a guidewire to permit the distal portion of the elongated member to slide along the guidewire during insertion of the elongated assembly into the human body.",0
P100028,7144422,"STENT, RENAL. FORMULA BALLOON- EXPANDABLE RENAL STENT SYSTEM. USE IN PATIENTS WITH A ROSCLEROTIC DISEASE OF RENAL ARTERIES FOLLOWING SUB-OPTIMAL PERCUTANEOUS TRANSLUMINAL RENAL ANGIOPLASTY (PTRA) OF A DE NOVO OR RESTENOTIC LESION (<= 18 MM IN LENGTH) LOCATED WITHIN 10 MM OF RENAL OSTIUM AND WITH A REFERENCE VESSEL DIAMETER OF 4.0 - 7.0 MM. SUPOPTIMAL PTRA IS DEFINED AS >= 50% RESIDUAL STENOSIS, >= 20 MMHG SYSTOLIC OR >= 10 MMHG MEAN TRANSLESIONAL PRESSURE GRADIENT, OR FLOW-LIMITING DISSECTION.","Drug-eluting stent and methods of making the same. An intravascular stent having a prefabricated, patterned polymeric sleeve for controlled release of therapeutic drugs and for delivery of the therapeutic drugs in localized drug therapy in a blood vessel is disclosed. The polymeric sleeve is attached to at least a portion of an outside surface area of the stent structure. Alternatively, a plurality of individual microfilament strands are longitudinally attached to an outer surface of a stent structure in a spaced apart orientation and loaded with at least one therapeutic drug for the release thereof at a treatment site. The stent has a high degree of flexibility in the longitudinal direction, yet has adequate vessel wall coverage and radial strength sufficient to hold open an artery or other body lumen. Methods for making the same are also disclosed.",0
P930029,6399886,Cardiac Ablation Percutaneous Catheter. ,"Multifilament drawn radiopaque high elastic cables and methods of making the same. A highly flexible radiopaque cable includes two, and preferably three or more strands of nickel-titanium (NiTi) alloy wire which are twined about a higher density core wire preferably made of at least one of silver, gold, tungsten, or platinum-iridium to form a wire rope. Other high density core wires may be used. The wire rope is drawn through successive dies to reduce its diameter until the outer surface of the cable is substantially smooth, the cross section of the cable is substantially circular, and the overall diameter of the wire rope is reduced by 20-50%. The cable is then annealed to remove the effects of cold working. The resulting cable has been found to have a substantially equal or improved flexibility (i.e., a lower modulus of elasticity) relative to single strand nickel-titanium wires of the same diameter and a higher radiopacity. In an alternative embodiment, no core wire is utilized, and the higher density wire is drawn with two or more strands of NiTi wire. In another",0
P040036,8460318,"Cardiac Ablation Percutaneous Catheter. NAVISTAR RMOCOOL DEFLECTABLE DIAGNOSTIC/ABLATION CA TERS WHICH INCLUDE MODELS N175TBH, N175TCH, N175TDH, N175TFH, N175TCBH, N175TCCH, N175TCDH, N175TCFH, AND N175TCJH. NAVISTAR RMOCOOL DIAGNOSTIC/ABLATION DEFLECTABLE TIP CA TER AND RELATED ACCESSORY DEVICES, WHEN USED WITH STOCKERT 70 RADIOFREQUENCY (RF) GENERATOR, ARE INDICATED FOR TREATMENT OF RECURRENT DRUG/DEVICE REFRACTORY SUSTAINED MONOMORPHIC VENTRICULAR TACHYCARDIA (VT) DUE TO PRIOR MYOCARDIAL INFARCTION (MI) IN ADULTS. NAVISTAR RMOCOOL CA TER PROVIDES LOCATION INFORMATION WHEN USED WITH CARTO EP / XP NAVIGATION SYSTEM, AND CAN BE USED FOR CA TER-BASED CARDIAC ELECTROPHYSIOLOGICAL MAPPING (STIMULATION AND RECORDING).","Suturing instrument and method for passing multiple sutures. Apparatus and methods for passing multiple sutures in tissue repair and/or other mini-open procedures. The apparatus includes a pair of jaws mounted on a distal end of a shaft, a hand assembly mounted on a proximal end of the shaft, and a needle mounted on the hand assembly and passing through a cannulation of the shaft. The pair of jaws includes a lower jaw and an upper jaw, the lower jaw being provided with a slot configured to sequentially engage multiple sutures inserted into the instrument. The handle assembly has a cam mechanism and a finger lever with a ratchet and a releaser with a hook, the handle assembly being designed to move the needle from a first position to a second position, and to thereby sequentially capture, in the needle, each of the multiple sutures inserted in the instrument, for subsequent passing through tissue.",0
P120016,4988334,"Device, Hemostasis, Vascular. VASCADE¿ VASCULAR CLOSURE SYSTEM (VCS). FEMORAL ARTERIAL ACCESS SITE CLOSURE WHILE REDUCING TIMES TO HEMOSTASIS AND AMBULATION IN PATIENTS WHO HAVEUNDERGONE DIAGNOSTIC OR INTERVENTIONAL ENDOVASCULAR PROCEDURES USING A 5F, 6F, OR 7F PROCEDURAL SHEATH. VASCADE VCS IS ALSO INDICATED TO REDUCE TIME TO DISCHARGE ELIGIBILITY IN PATIENTS WHO HAVE UNDERGONE DIAGNOSTIC ENDOVASCULAR PROCEDURES USING A 5F, 6F, OR 7F PROCEDURAL SHEATH.","Ultrasonic surgical system with aspiration tubulation connector.  An ultrasonic surgical aspirator having an improved irrigation/aspiration manifold and components to facilitate quick connections of the irrigation and aspiration lines to a handpiece. In combination with a handle assembly having an ultrasonic vibrator for vibrating an ultrasonic tip and a nosecone, a nosecone extension defining a rotating joint for connection to the nosecone in an articulating joint for connection to a rigid or flexible flue is provided. The nosecone extension further defines an irrigation cowl having an irrigation port for receiving an irrigation connector for connecting the irrigation fluid to the nosecone extension for passage of irrigation fluid through the nosecone extension and a flue about the surgical tip. An aspiration tubulation connector adapted to securely fit a slot through the nosecone and nosecone extension connects an aspiration port on the tip to the aspiration tube for connection to a pump into a discard area. An alternative manifold assembly includ",0
P120006,11510774,"SYSTEM, ENDOVASCULAR GRAFT, AORTIC ANEURYSM TREATMENT. OVATION ABDOMINAL STENT GRAFT SYSTEM. TREATMENT OF PATIENTS WITH ABDOMINALAORTIC ANEURYSMS HAVING VASCULAR MORPHOLOGY SUITABLE FOR ENDOVASCULAR REPAIR, INCLUDING, 1) ADEQUATE ILIAC/FEMORAL ACCESS COMPATIBLE WITH VASCULAR ACCESS TECHNIQUES, DEVICES, AND/OR ACCESSORIES; 2) NON-ANEURYSMAL PROXIMAL AORTIC NECK, A) WITH A LENGTH OF AT LEAST 7 MM PROXIMAL TO ANEURYSM; B) WITH AN INNER WALL DIAMETER OF NO LESS THAN 16 MM AND NO GREATER THAN 30 MM; AND C) WITH AN AORTIC ANGLE OF <= 60 DEGREES IF PROXIMAL NECK IS >= 10 MM AND <=45 DEGREES IF PROXIMAL NECK IS <10 MM. 3) ADEQUATE DISTAL ILIAC LANDING ZONE, A) WITH A LENGTH OF AT LEAST 10 MM; AND WITH AN INNER WALL DIAMETER OF NO LESS THAN 8 MM AND NO GREATER THAN 20 MM.","PTFE layers and methods of manufacturing. Thin PTFE layers are described having little or no node and fibril microstructure and methods of manufacturing PTFE layers are disclosed that allow for controllable permeability and porosity of the layers. In some embodiments, the PTFE layers may act as a barrier layer in an endovascular graft or other medical device.",1
P110003,8940010,"Occluder, Internal Vessel, Temporary. LEGOO. TEMPORARY ENDOVASCULAR OCCLUSION OF BLOOD VESSELS BELOW NECK UP TO 4 MM IN DIAMETER.","Catheter with a polymide distal tip. A catheter having an elongated shaft which has a multilayered distal tip with a first layer formed of a polyimide first material and a second layer formed of a polymeric second material. In one embodiment the multilayered distal tip is a separate member, distal to the distal end of a proximal portion of the shaft. In another embodiment, the shaft has an outer tubular member, and a multilayered inner tubular member with a distal end which forms the multilayered distal tip of the shaft. In a presently preferred embodiment, the polyimide material is a thermoset polyimide. In one embodiment, the polymeric second material is a polyamide material.",0
P150033,10112045,"Leadless Pacemaker. Micra Transca ter Pacemaker System (Pacemaker Model MC1VR01 and Programmer Application Software model SW022 Version 1.1). use in patients who have experienced one or more of following conditions, • symptomatic paroxysmal or permanent high-grade AV block in presence of AF• symptomatic paroxysmal or permanent high-grade AV block in absence of AF, as an alternative to dual chamber pacing, when atrial lead placement is considered difficult, high risk, or not deemed necessary for effective rapy• symptomatic bradycardia-tachycardia syndrome or sinus node dysfunction (sinus bradycardia or sinus pauses), as an alternative to atrial or dual chamber pacing, when atrial lead placement is considered difficult, high risk, or not deemed necessary for effective rapyRate-responsive pacing is indicated to provide increased heart rate appropriate to increasing levels of activity.",. ,1
P210015,10029109,Automated External Defibrillators (Non-Wearable). Avive Automated External Defibrillator.,. ,1
P050025,7670302,"STENT, CAROTID. ENDOTEX NEXSTENT. TREATMENT OF PATIENTS AT HIGH RISK FOR ADVERSE EVENTS FROM CAROTID ENDARTERECTOMY WHO REQUIRE CAROTID REVASCULARIZATION AND MEET CRITERIA OUTLINED BELOW, 1) PATIENTS WITH NEUROLOGICAL SYMPTOMS AND >=50% STENOSIS OF COMMON OR INTERNAL CAROTID ARTERY BY DUPLEX ULTRASOUND OR ANGIOGRAM OR PATIENTS WITHOUT NEUROLOGICAL SYMPTOMS AND >=80% STENOSIS OF COMMON OR INTERNAL CAROTID ARTERY BY ULTRASOUND OR ANGIOGRAM, AND 2) PATIENTS MUST HAVE A REFERENCE VESSEL DIAMETER WITHIN RANGE OF 4MM AND 9MM AT TARGET LESION AND A STENOSIS LESS THAN 30MM IN LENGTH.","Super elastic guidewire with shape retention tip. A guidewire having a super elastic core surrounded by a shape memory polymer jacket. The super elastic core wire permits the guidewire to be navigated through tortuous vasculature without undergoing plastic deformation, and the shape memory polymer jacket permits the guidewire to be shaped by the physician.",0
P040002,8523931,"SYSTEM, ENDOVASCULAR GRAFT, AORTIC ANEURYSM TREATMENT. ENDOLOGIX POWERLINK SYSTEM. POWERLINK SYSTEM BIFURCATED MODELS AND PROXIMAL CUFF AND LIMB EXTENSION ACCESSORIES ARE INDICATED FOR ENDOVASCULAR TREATMENT IN PATIENTS WITH AAA. ENDOLOGIX POWERLINK SYSTEM IS INDICATED FOR PATIENTS WITH SUITABLE ANEURYSM MORPHOLOGY FOR ENDOVASCULAR REPAIR, INCLUDING, 1) ADEQUATE ILIAC/FEMORAL ACCESS COMPATIBLE WITH REQUIRED DELIVERY SYSTEMS (A DIAMETER OF >= 7 MM). 2) NON-ANEURYSMAL AORTIC NECK BETWEEN RENAL ARTERIES AND ANEURYSM. 3) AORTIC LENGTH >= 1.0 CM LONGER THAN BODY PORTION OF CHOSEN BIFURCATED MODEL. 4) COMMON ILIAC ARTERY DISTAL FIXATION SITE.","Dual concentric guidewire and methods of bifurcated graft deployment. A guidewire assembly for use in deploying a bifurcated endoluminal vascular prosthesis that has a main graft portion and at least a first branch graft portion The guidewire assembly include a hollow guidewire sheath having a restraint mechanism, such as a tubular sheath, for constraining a branch graft portion of the vascular prosthesis and an inner core wire that is slidably insertable into a central lumen of the hollow guidewire sheath. In use, the guidewire assembly may be used with a deployment catheter to deploy the bifurcated vascular prosthesis and leave the inner core wire in position in the patient's aorta, extending through the main graft portion of the vascular prosthesis.",1
P860019,6461326,"Catheters, Transluminal Coronary Angioplasty, Percutaneous. 2 Classification; PTCA balloon ca ter; PTCA ca ter; Standard PTCA Ca ter - 1 Identification b Cutting/scoring PTCA Ca ter - 1 Identification; balloon; ca ter features; coronary ischemia; cutting/scoring PTCA ca ter; fluoroscopic visualization; graft stenosis; high pressure balloon resistant lesion; myocardial perfusion; premarket; single double lumen shaft type; § 870.1e",Fluorescent dyed adhesive for bonding various components in a medical device. An intraluminal medical device comprised of two or more substrates formed of the same or a different material wherein the substrates are bonded together using a fluorescent dyed adhesive.,0
P170003,10888423,"Drug-Coated Peripheral Transluminal Angioplasty Catheter. LUTONIX® 035 Drug Coated Balloon PTA Ca ter. percutaneous transluminal angioplasty (PTA), after pre-dilatation, for treatment of stenotic lesions in dysfunctional native arteriovenous dialysis fistulae that are 4 mm to 12 mm in diameter and up to 80 mm in length.","Left heart assist device and method. A device, a kit and a method is presented for permanently augmenting the pump function of the left heart. The mitral valve plane is assisted in a movement along the left ventricular long axis during each heart cycle. The very close relationship between the coronary sinus and the mitral valve is used by various embodiments of a medical device providing this assisted movement. By means of catheter technique an implant is inserted into the coronary sinus, the device is augmenting the up and down movement of the mitral valve and thereby increasing the left ventricular diastolic filling when moving upwards and the piston effect of the closed mitral valve when moving downwards.",0
P180003,7396541,"STENT, SUPERFICIAL FEMORAL ARTERY. BioMimics 3D Vascular Stent System. device is indicated to improve luminal diameter in treatment of symptomatic de novo or restenotic lesions in native superficial femoral artery and/or proximal popliteal arteries, with reference vessel diameters ranging from 4.0 - 6.0 mm and lesion lengths up to 140 mm.","Heparin prodrugs and drug delivery stents formed therefrom. A prodrug comprising a heparin and a drug is provided. The prodrug can be used to form a coating on a medical device. The prodrug can also be used with a polymeric material to form a coating on a medical device. The polymeric material can be a hydrophobic polymer, a hydrophilic polymer, a non-fouling polymer, or combinations thereof. The medical device can be implanted in a human being for the treatment of a disease such as atherosclerosis, thrombosis, restenosis, hemorrhage, vascular dissection or perforation, vascular aneurysm, vulnerable plaque, chronic total occlusion, claudication, anastomotic proliferation for vein and artificial grafts, bile duct obstruction, ureter obstruction, tumor obstruction, or combinations thereof.",0
P020045,11707321,Cardiac Ablation Percutaneous Catheter. 7F FREEZOR CARDIAC CRYOABLATION CA TER AND CCT.2 CRYOCONSOLE SYSTEM. CRYOABLATION OF CONDUCTING TISSUES OF HEART IN TREATMENT OF PATIENTS WITH ATRIOVENTRICULAR NODAL REENTRANT TACHYCARDIA (AVNRT).,"Directional balloon transseptal insertion device for medical procedures with improved transseptal puncture system with puncture member balloon seal. The disclosed invention provides a transseptal insertion device which is suitable for facilitating precise and safe transseptal puncture of a cardiac interatrial septum. The transseptal insertion device includes a sheath that defines at least one lumen therein, one or more positioning balloons that are connected to a distal end of the sheath, a puncture member movably positioned within the at least one lumen, and a puncture member balloon located on the puncture member. The sheath has one or more deflation ports to deflate the one or more positioning balloons. The puncture member balloon, when inflated, is capable of sealing the one or more deflation ports in the sheath, permitting the inflation of the one or more positioning balloons. When the puncture member moves toward fossa ovalis, the inflated puncture member balloon moves away from the deflation ports, allowing the positioning balloons to be deflated.",0
P190008,8696557,"Drug-Coated Peripheral Transluminal Angioplasty Catheter. IN.PACT AV Paclitaxel-coated PTA Balloon Ca ter. percutaneous transluminal angioplasty, after appropriate vessel preparation, for treatment of obstructive lesions up to 100 mm in length in native arteriovenous dialysis fistulae with reference vessel diameters of 4 to 12 mm.","Access assembly including inflatable seal member. An access assembly for insertion through an opening in tissue is provided. The access assembly includes a flexible outer sleeve having an upper rim formed on a proximal end, a lower rim formed on a distal end and defining a longitudinal opening extending therebetween. The lower rim may define an inflatable space that in a deflated state facilitates insertion of the lower rim through tissue and in an inflated state assists in retaining the access assembly in place relative to the tissue. The access assembly further includes an inflatable member secured within the longitudinal opening of the outer sleeve. The inflatable member includes a plurality of inflatable lobes configured to selectively receive at least one surgical device therebetween in a sealing manner.",0
P970035,7033388,"STENT, CORONARY. AVE Micro Stent(TM) II Over- -Wire Coronary Stent System and AVE GFX(TM) Over- -Wire Coronary Stent System. devices are indicated for use in patients eligible for balloon angioplasty with symptomatic ischemic disease due to discrete de novo lesions in native coronary arteries (length < 30 mm) with a reference vessel diameter of 3.0 mm to 4.0 mm. Stenting is intended to improve coronary luminal diameter (see Individualization of Treatment). Long term outcome (beyond 6 months) for this permanent implant is unknown at present.","Porous synthetic vascular grafts with oriented ingrowth channels. A vascular prosthesis is constructed from a structure having interconnected, helically oriented channel-porosity to allow oriented ingrowth of connective tissue into a wall of the prosthesis. The prosthesis can have a small internal diameter of 6 mm or less. Several different methods can be used to produce the prosthesis, including a fiber winding and extraction technique, a melt extrusion technique, and a particle and fiber extraction technique using either a layered method or a continuous method. Furthermore, mechanical properties of the prosthesis are matched with mechanical properties of the host vessel, thereby overcoming problems of compliance mismatch.",0
P130024,11376404,"Drug-Eluting Peripheral Transluminal Angioplasty Catheter. LUTONIX 035 DRUG COATED BALLOON PTA CA TER (LUTONIX DCB). PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY, AFTER PRE-DILATATION, OF DE NOVO OR RESTENOTIC LESIONS UP TO 150MM IN LENGTH IN NATIVE SUPERFICIAL FEMORAL OR POPLITEAL ARTERIES WITH REFERENCE VESSELDIAMETERS OF 4-6MM.","Drug releasing coatings for medical devices. Balloon catheters, methods for preparing balloon catheters, and uses of balloon catheters are disclosed. The balloon catheter includes an elongate member, an expandable balloon, and a coating layer overlying an exterior surface of the expandable balloon. The coating layer includes a total drug load of a hydrophobic therapeutic agent and a combination of additives including a first additive and a second additive. The hydrophobic therapeutic agent is paclitaxel, rapamycin, or paclitaxel and rapamycin. The first additive is a surfactant. The second additive is a chemical compound having one or more hydroxyl, amino, carbonyl, carboxyl, acid, amide, or ester groups.",1
P030031,7591799,"Cardiac Ablation Percutaneous Catheter. FOR NAVISTAR/CELSIUS RMOCOOL DEFLECTABLE DIAGNOSTIC/ABLATION CA TERS, WHICH INCLUDE SE MODELS, NAVISTAR RMOCOOL (MODELS NS75T-BCT-252-HS, NS75T-CCT-252-HS, NS75T-DCT-252-HS, NS75T-FCT-252-HS, NS75TC-BCT-252-HS, NS75TC-CCT-252-HS, NS75TC-DCT-252-HS, AND NS75TC-FCT-252-HS); AND CELSIUS RMOCOOL (MODELS D7IT-BL-252-RT, D7IT-DL-252-RT, D7IT-FL-252-RT, D7ITC-BL-252-RT, D7ITC-DL-252-RT, AND D7ITC-FL-252-RT). BIOSENSE WEBSTER NAVISTAR/CELSIUS RMOCOOL DIAGNOSTIC/ABLATION DEFLECTABLE TIP CA TERS AND RELATED ACCESSORY DEVICES ARE INDICATED FOR CA TER-BASED CARDIAC ELECTROPHYSIOLOGICAL MAPPING (STIMULATING AND RECORDING), AND WHEN USED WITH STOCKERT 70 GENERATOR, FOR TREATMENT OF TYPE I ATRIAL FLUTTER IN PATIENTS AGE 18 OR OLDER. NAVISTAR RMOCOOL CA TER PROVIDES LOCATION INFORMATION WHEN USED WITH CARTO EP/XP NAVIGATION SYSTEM.","Steering mechanism for bi-directional catheter. A bi-directional catheter with nearly double the throw in its catheter tip deflection defines a puller wire travel path having a U-turn a pulley which minimizes the offset angle between the puller wire and the longitudinal axis of the control handle while maximizing the travel distance of that puller wire for any given distance traveled by the pulley drawing the puller wire. In particular, the control handle of the catheter which includes a steering assembly having a lever arm carrying a pair of pulleys for drawing corresponding puller wires to deflect the tip section of the catheter. The pulleys are rotatably mounted on opposing portions of the lever arm such that one pulley is moved distally as the other pulley is moved proximally when the lever arm is rotated. Because each puller wire is trained on a respective pulley, rotation of the lever arm causes the pulley that is moved proximally to draw its puller wire to deflect the tip section in the direction of the off-axis lumen in whic",1
P110019,8721624,Coronary Drug-Eluting Stent. XIENCE PRIME AND XIENCE PRIME LL EVEROLIMUS ELUTING CORONARY STENT SYSTEM. IMPROVING CORONARY LUMINAL DIAMETER IN PATIENTS WITH SYMPTOMATIC HEART DISEASE DUE TO DE NOVO NATIVE CORONARY ARTERY LESIONS (LENGTH <= 32 MM) WITH REFERENCE VESSEL DIAMETERS OF >= 2.25 MM TO <= 4.25 MM.,"Balloon catheter shaft having high strength and flexibility. Balloon catheter comprises an elongated shaft having a proximal end and a distal end, the elongated shaft including a biaxially oriented nonporous thermoplastic polymer tubular member having a Shore durometer hardness of less than about 75 D with an inflation lumen defined therein. The balloon catheter also comprises a balloon sealing secured proximate the distal end of the shaft and having an interior in fluid communication with the inflation lumen.",1
P220003,11627888,"Mitral Valve Repair Devices. PASCAL Precision Transca ter Valve Repair System. percutaneous reduction of significant, symptomatic mitral regurgitation (MR >= 3+) due to primary abnormality of mitral apparatus (degenerative MR) in patients who have been determined to be at prohibitive risk for mitral valve surgery by a heart team, which includes a cardiac surgeon experienced in mitral valve surgery and a cardiologist experienced in mitral valve disease, and in whom existing comorbidities would not preclude expected benefit from reduction of MR.","Devices and methods for monitoring directional blood flow and pulse wave velocity with photoplethysmography. Provided according to embodiments of the invention are methods of monitoring the direction of blood flow that include processing with a computer photoplethysmography (PPG) signal streams from a sensor array on a body site of the individual to determine the direction and/or velocity of the blood flow at the body site of the individual. In some embodiments, direction of the blood flow at the body site is determined by the phase difference between at least three PPG signal streams from the sensor array, wherein the at least three PPG signal streams are generated from emissions of the at least three emitters.",0
P230040,8034093,"System, Hemodynamic, Implantable. Cordella Pulmonary Artery Sensor System is intended to measure, record and transmit pulmonary artery pressure (PAP) data from NYHA Class III heart failure patients who are at home on diuretics and guideline-directed medical rapy (GDMT) as well as have been stable for 30 days on GDMT. device output is meant to aid clinicians in assessment and management of heart failure, with goal of reducing heart failure hospitalizations.","Endoscopic delivery device. An endoscopic or laparoscopic conduit delivery device (1) includes first and second separately manipulable introducers (3, 5) with a laparoscopic conduit (80) having first and second ends (83, 84) and an intermediate portion being mounted onto the introducers in a substantially U shape. The first end and a first portion of the laparoscopic conduit is retained onto the first introducer and the second end and a second portion of the laparoscopic conduit is retained on the second introducer and the intermediate portion extends between the first and second introducers. A main sheath (42) is over the first and second introducers. The endoscopic or laparoscopic conduit delivery device is introduced to a body cavity through an endoscopic or laparoscopic port (50).",0
P120006,8267989,"SYSTEM, ENDOVASCULAR GRAFT, AORTIC ANEURYSM TREATMENT. OVATION ABDOMINAL STENT GRAFT SYSTEM. TREATMENT OF PATIENTS WITH ABDOMINALAORTIC ANEURYSMS HAVING VASCULAR MORPHOLOGY SUITABLE FOR ENDOVASCULAR REPAIR, INCLUDING, 1) ADEQUATE ILIAC/FEMORAL ACCESS COMPATIBLE WITH VASCULAR ACCESS TECHNIQUES, DEVICES, AND/OR ACCESSORIES; 2) NON-ANEURYSMAL PROXIMAL AORTIC NECK, A) WITH A LENGTH OF AT LEAST 7 MM PROXIMAL TO ANEURYSM; B) WITH AN INNER WALL DIAMETER OF NO LESS THAN 16 MM AND NO GREATER THAN 30 MM; AND C) WITH AN AORTIC ANGLE OF <= 60 DEGREES IF PROXIMAL NECK IS >= 10 MM AND <=45 DEGREES IF PROXIMAL NECK IS <10 MM. 3) ADEQUATE DISTAL ILIAC LANDING ZONE, A) WITH A LENGTH OF AT LEAST 10 MM; AND WITH AN INNER WALL DIAMETER OF NO LESS THAN 8 MM AND NO GREATER THAN 20 MM.","Inflatable porous implants and methods for drug delivery. The present invention provides inflatable porous implants, such as grafts, stent-grafts, and bladders, as well as methods and kits for drug delivery. In particular, the grafts and stent-grafts of the present invention provide for the delivery of a therapeutic agent into a flow conduit in the body. The inflatable porous implants provide for direct delivery of larger, more precise dosages of drugs over longer administration periods into the body. Moreover, these inflatable porous implants are often flexible when inserted and have a low profile delivery configuration for easy placement. The implants of the present invention further provide a mechanical or structural function in addition to drug delivery in a single integrated structure.",1
P910019,5274551,"CATHETER, CORONARY, ATHERECTOMY. ","Method and apparatus for real-time navigation assist in interventional radiological procedures.  An integrated system for real-time navigation assist during interventional radiological procedures utilizes a two-dimensional model of a catheter guide wire, obtained by performing image analysis on a fluoroscopic image in realtime, and a three-dimensional model of a patient's vascular system. The system backprojects the two-dimensional model into the three dimensional model and provides a three-dimensional display of the catheter in a patient's vascular system in real-time. ",0
P060027,6332864,"Defibrillator, Automatic Implantable Cardioverter, With Cardiac Resynchronization (CRT-D). OVATIO CRT-D SYSTEM. OVATIO CRT-D IS INDICATED FOR VENTRICULAR ANTITACHYCARDIA PACING AND VENTRICULAR DEFIBRILLATION FOR AUTOMATED TREATMENT OF LIFE THREATENING ARRHYTHMIAS. DEVICE IS ALSO INDICATED FOR REDUCTION OF HEART FAILURE SYMPTOMS IN MEDICALLY OPTIMIZED NYHA FUNCTIONAL CLASS III AND IV PATIENTS WITH LEFT VENTRICULAR EJECTION FRACTION OF 35% OR LESS, AND A QRS DURATION OF 150 MS OR LONGER. SITUS OTW LV LEAD IS DESIGNED TO PACE LEFT VENTRICLE THROUGH A CORONARY VEIN. IT IS INTENDED TO BE USED IN CONJUNCTION WITH ELA MEDICAL CARDIAC SYNCHRONIZATION RAPY PULSE GENERATORS.","Heart wall tension reduction apparatus.  An apparatus for treatment of a failing heart by reducing the wall tension therein. In one embodiment, the apparatus includes a tension member for drawing at least two walls of a heart chamber toward each other. ",0
P900032,6530945,"DEVICE, ANGIOPLASTY, LASER, CORONARY. ","System and method for controlling patient temperature. A controller for a heat exchanger that heats and cools saline flowing through a closed loop heat exchange catheter cools the saline to achieve a target temperature, and then immediately upon reaching target temperature heats the saline. Upon detection of, e.g., a slight patient temperature rise, the controller cools the saline again, with the control loop continuing to tightly control patient temperature in a narrow band around the target temperature.",0
